fiscalYear,relId,periodId,grantId,metric,size,CIK,participantid,grantDate,startDate,endDate,companyName,percentVest,value,currentCEO,Detail_cleaned,AwardType_x,AwardType_y,awardType,outcome,payoutStructure
2020,1444368,3.0,2032310,Tsr,32616.875,1552000,280608.0,2020-03-01,2021-01-01,2022-01-01,Mplx LP,0.125,260935.0,1.0,,rsu,rsu,Stock Award,,
2020,1444368,4.0,2032310,Tsr,32616.875,1552000,280608.0,2020-03-01,2021-01-01,2022-01-01,Mplx LP,0.125,260935.0,1.0,,rsu,rsu,Stock Award,,
2020,1444368,5.0,2032310,Tsr,32616.875,1552000,280608.0,2020-03-01,2020-01-01,2023-01-01,Mplx LP,0.125,260935.0,1.0,,rsu,rsu,Stock Award,,
2020,1444368,6.0,2032310,Tsr,32616.875,1552000,280608.0,2020-03-01,2020-01-01,2023-01-01,Mplx LP,0.125,260935.0,1.0,,rsu,rsu,Stock Award,,
2020,1444368,7.0,2032310,Tsr,32616.875,1552000,280608.0,2020-03-01,2022-01-01,2023-01-01,Mplx LP,0.125,260935.0,1.0,,rsu,rsu,Stock Award,,
2020,1444368,8.0,2032310,Tsr,32616.875,1552000,280608.0,2020-03-01,2022-01-01,2023-01-01,Mplx LP,0.125,260935.0,1.0,,rsu,rsu,Stock Award,,
2022,1444456,1.0,2032355,Tsr,,47217,324572.0,2021-12-07,2021-11-07,2024-11-07,Hp INC,,2568606.0,1.0,,rsu,rsu,Stock Award,,
2022,1444446,1.0,2032356,Tsr,,47217,324572.0,2020-12-07,2020-11-07,2023-11-07,Hp INC,,1868089.0,1.0,,rsu,rsu,Stock Award,,
2022,1444436,1.0,2032357,Tsr,,47217,324572.0,2019-12-06,2019-11-06,2022-11-06,Hp INC,,3907656.0,1.0,,rsu,rsu,Stock Award,,
2020,1445236,1.0,2032768,Tsr,,815097,11669.0,2020-01-17,2019-11-17,2022-11-17,Carnival Corporation,,2597336.0,1.0,,rsu,rsu,Stock Award,,
2022,1445586,1.0,2032890,Gross Profit,4152006.5,920760,205274.0,2022-02-28,2021-11-28,2024-11-28,Lennar Corporation,0.25,16608026.0,1.0,,rsu,rsu,Stock Award,,
2022,1445587,1.0,2032890,ROIC,4152006.5,920760,205274.0,2022-02-28,2021-11-28,2024-11-28,Lennar Corporation,0.25,16608026.0,1.0,,rsu,rsu,Stock Award,,
2022,1445588,1.0,2032890,Tsr,4152006.5,920760,205274.0,2022-02-28,2021-11-28,2024-11-28,Lennar Corporation,0.25,16608026.0,1.0,,rsu,rsu,Stock Award,,
2022,1445582,1.0,2032891,Gross Profit,4152006.5,920760,7648.0,2022-02-28,2021-11-28,2024-11-28,Lennar Corporation,0.25,16608026.0,1.0,,rsu,rsu,Stock Award,,
2022,1445583,1.0,2032891,ROIC,4152006.5,920760,7648.0,2022-02-28,2021-11-28,2024-11-28,Lennar Corporation,0.25,16608026.0,1.0,,rsu,rsu,Stock Award,,
2022,1445584,1.0,2032891,Tsr,4152006.5,920760,7648.0,2022-02-28,2021-11-28,2024-11-28,Lennar Corporation,0.25,16608026.0,1.0,,rsu,rsu,Stock Award,,
2022,1445566,1.0,2032895,Gross Profit,1647980.5,920760,205274.0,2022-11-17,2021-11-17,2024-11-17,Lennar Corporation,0.25,6591922.0,1.0,,rsu,rsu,Stock Award,,
2022,1445567,1.0,2032895,ROIC,1647980.5,920760,205274.0,2022-11-17,2021-11-17,2024-11-17,Lennar Corporation,0.25,6591922.0,1.0,,rsu,rsu,Stock Award,,
2022,1445568,1.0,2032895,Tsr,1647980.5,920760,205274.0,2022-11-17,2021-11-17,2024-11-17,Lennar Corporation,0.25,6591922.0,1.0,,rsu,rsu,Stock Award,,
2022,1445562,1.0,2032896,Gross Profit,1647980.5,920760,7648.0,2022-11-17,2021-11-17,2024-11-17,Lennar Corporation,0.25,6591922.0,1.0,,rsu,rsu,Stock Award,,
2022,1445563,1.0,2032896,ROIC,1647980.5,920760,7648.0,2022-11-17,2021-11-17,2024-11-17,Lennar Corporation,0.25,6591922.0,1.0,,rsu,rsu,Stock Award,,
2022,1445564,1.0,2032896,Tsr,1647980.5,920760,7648.0,2022-11-17,2021-11-17,2024-11-17,Lennar Corporation,0.25,6591922.0,1.0,,rsu,rsu,Stock Award,,
2019,1445609,1.0,2032909,Gross Profit,1346615.75,920760,205274.0,2019-06-25,2018-11-25,2021-11-25,Lennar Corporation,0.25,5386463.0,1.0,,rsu,rsu,Stock Award,,
2019,1445610,1.0,2032909,ROIC,1346615.75,920760,205274.0,2019-06-25,2018-11-25,2021-11-25,Lennar Corporation,0.25,5386463.0,1.0,,rsu,rsu,Stock Award,,
2019,1445619,1.0,2032909,Tsr,1346615.75,920760,205274.0,2019-06-25,2018-11-25,2021-11-25,Lennar Corporation,0.25,5386463.0,1.0,,rsu,rsu,Stock Award,,
2022,1445903,1.0,2033013,Tsr,,33213,223730.0,2022-02-04,2022-01-04,2025-01-04,Eqt Corporation,,7317414.0,1.0,,rsu,rsu,Stock Award,,
2022,1445904,1.0,2033013,Tsr,,33213,223730.0,2022-02-04,2022-01-04,2025-01-04,Eqt Corporation,,7317414.0,1.0,,rsu,rsu,Stock Award,,
2020,1445931,1.0,2033030,Tsr,,33213,223730.0,2020-02-27,2019-12-27,2022-12-27,Eqt Corporation,,2007337.0,1.0,,rsu,rsu,Stock Award,,
2020,1445928,1.0,2033031,Tsr,,33213,223730.0,2020-02-27,2019-12-27,2022-12-27,Eqt Corporation,,2509177.0,1.0,,rsu,rsu,Stock Award,,
2022,1446216,1.0,2033134,Tsr,2762385.5,1478242,61034.0,2022-02-10,2022-01-10,2025-01-10,Iqvia Holdings INC,0.25,11049542.0,1.0,,rsu,rsu,Stock Award,,
2022,1446738,1.0,2033514,Tsr,1248759.9,1390777,408268.0,2022-02-07,2022-01-07,2025-01-07,The Bank Of New York Mellon Corporation,0.3,4162533.0,1.0,,rsu,rsu,Stock Award,,
2022,1447304,1.0,2033853,Tsr,1108592.6,217346,138120.0,2022-03-01,2022-01-01,2025-01-01,Textron INC,0.2,5542963.0,1.0,,rsu,rsu,Stock Award,,
2020,1447333,1.0,2033869,Tsr,992223.4,217346,138120.0,2020-03-01,2020-01-01,2023-01-01,Textron INC,0.2,4961117.0,1.0,,rsu,rsu,Stock Award,,
2020,1447737,1.0,2034073,Tsr,,1751788,157270.0,2020-02-13,2020-01-13,2023-01-13,Dow INC,,7808525.0,1.0,,rsu,rsu,Stock Award,,
2022,1447754,1.0,2034093,Tsr,,1751788,157270.0,2022-02-10,2022-01-10,2025-01-10,Dow INC,,9407765.0,1.0,,rsu,rsu,Stock Award,,
2020,1448809,1.0,2034566,Other,,35527,172857.0,2020-01-01,2020-01-01,2021-01-01,Fifth Third Bancorp,,2200000.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1448813,1.0,2034573,ROE,2749999.0,35527,172857.0,2020-02-12,2020-01-12,2023-01-12,Fifth Third Bancorp,1.0,2749999.0,1.0,,rsu,rsu,Stock Award,,
2020,1449422,1.0,2034951,ROIC,,51143,381820.0,2020-06-08,2020-01-08,2023-01-08,International Business Machines Corporation,,8553391.0,1.0,,rsu,rsu,Stock Award,,
2020,1449423,1.0,2034951,ROIC,,51143,381820.0,2020-06-08,2020-01-08,2023-01-08,International Business Machines Corporation,,8553391.0,1.0,,rsu,rsu,Stock Award,,
2022,1449462,1.0,2035002,ROIC,,51143,381820.0,2022-02-21,2021-12-21,2024-12-21,International Business Machines Corporation,,6695722.0,1.0,,rsu,rsu,Stock Award,,
2022,1449463,1.0,2035002,ROIC,,51143,381820.0,2022-02-21,2021-12-21,2024-12-21,International Business Machines Corporation,,6695722.0,1.0,,rsu,rsu,Stock Award,,
2022,1449532,1.0,2035017,Other,,35527,248643.0,2022-01-01,2022-01-01,2023-01-01,Fifth Third Bancorp,,1750000.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1449524,1.0,2035023,ROE,1218755.0,35527,248643.0,2022-02-16,2021-12-16,2024-12-16,Fifth Third Bancorp,1.0,1218755.0,1.0,,rsu,rsu,Stock Award,,
2022,1449506,1.0,2035029,ROE,1500021.0,35527,248643.0,2022-07-05,2022-05-05,2025-05-05,Fifth Third Bancorp,1.0,1500021.0,1.0,,rsu,rsu,Stock Award,,
2022,1449727,1.0,2035142,ROE,,36270,248055.0,2022-01-31,2021-12-31,2024-12-31,M&t Bank Corporation,,2650119.0,1.0,,rsu,rsu,Stock Award,,
2020,1449747,1.0,2035164,ROE,,36270,248055.0,2020-02-05,2020-01-05,2023-01-05,M&t Bank Corporation,,887522.0,1.0,,rsu,rsu,Stock Award,,
2022,1449832,1.0,2035238,Tsr,2241540.5,1783180,327227.0,2022-02-02,2022-01-02,2025-01-02,Carrier Global CORP,0.5,4483081.0,1.0,,rsu,rsu,Stock Award,,
2020,1450516,1.0,2035657,Tsr,32706870.0,796343,114138.0,2020-01-27,2019-11-27,2022-11-27,Adobe INC,1.0,32706870.0,1.0,,rsu,rsu,Stock Award,,
2022,1450526,1.0,2035688,ROE,,36104,55553.0,2022-03-03,2022-01-03,2025-01-03,Us Bancorp,,5999999.0,1.0,,rsu,rsu,Stock Award,,
2020,1450627,1.0,2035744,ROE,,36104,55553.0,2020-02-10,2020-01-10,2023-01-10,Us Bancorp,,5159983.0,1.0,,rsu,rsu,Stock Award,,
2022,1450662,1.0,2035759,Tsr,8367178.0,796343,114138.0,2022-01-24,2021-11-24,2024-11-24,Adobe INC,0.5,16734356.0,1.0,,rsu,rsu,Stock Award,,
2020,1450742,1.0,2035774,ROE,833333.5,1281761,124077.0,2020-10-14,2020-01-14,2023-01-14,Regions Financial Corporation,0.5,1666667.0,1.0,,cashLong,cashLong,Cash Award,,
2020,1450744,1.0,2035774,EPS,833333.5,1281761,124077.0,2020-10-14,2020-01-14,2023-01-14,Regions Financial Corporation,0.5,1666667.0,1.0,,cashLong,cashLong,Cash Award,,
2020,1450722,1.0,2035784,ROE,992066.5,1281761,124077.0,2020-10-14,2020-01-14,2023-01-14,Regions Financial Corporation,0.5,1984133.0,1.0,,rsu,rsu,Stock Award,,
2020,1450724,1.0,2035784,EPS,992066.5,1281761,124077.0,2020-10-14,2020-01-14,2023-01-14,Regions Financial Corporation,0.5,1984133.0,1.0,,rsu,rsu,Stock Award,,
2022,1452552,1.0,2036713,Tsr,,49071,23296.0,2022-02-21,2021-12-21,2024-12-21,Humana INC,,6753483.0,1.0,,rsu,rsu,Stock Award,,
2020,1452588,1.0,2036787,Tsr,,49071,23296.0,2020-02-24,2019-12-24,2022-12-24,Humana INC,,5698198.0,1.0,,rsu,rsu,Stock Award,,
2022,1452690,1.0,2036933,Tsr,,31791,300418.0,2022-02-04,2022-01-04,2025-01-04,Perkinelmer INC,,3674917.0,1.0,,rsu,rsu,Stock Award,,
2022,1453459,1.0,2037408,EPS,875000.0,1281761,124077.0,2022-04-01,2022-01-01,2025-01-01,Regions Financial Corporation,0.5,1750000.0,1.0,,cashLong,cashLong,Cash Award,,
2022,1453461,1.0,2037408,ROA,875000.0,1281761,124077.0,2022-04-01,2022-01-01,2025-01-01,Regions Financial Corporation,0.5,1750000.0,1.0,,cashLong,cashLong,Cash Award,,
2022,1453435,1.0,2037420,EPS,1652997.0,1281761,124077.0,2022-04-01,2022-01-01,2025-01-01,Regions Financial Corporation,0.5,3305994.0,1.0,,rsu,rsu,Stock Award,,
2022,1453437,1.0,2037420,ROA,1652997.0,1281761,124077.0,2022-04-01,2022-01-01,2025-01-01,Regions Financial Corporation,0.5,3305994.0,1.0,,rsu,rsu,Stock Award,,
2022,1453964,1.0,2037881,Tsr,,1110805,205695.0,2022-01-01,2020-01-01,2021-01-01,Nustar Energy LP,,1087917.0,1.0,,cashLong,cashLong,Cash Award,,
2022,1453964,2.0,2037881,Tsr,,1110805,205695.0,2022-01-01,2020-01-01,2021-01-01,Nustar Energy LP,,1087917.0,1.0,,cashLong,cashLong,Cash Award,,
2022,1453964,3.0,2037881,Tsr,,1110805,205695.0,2022-01-01,2020-01-01,2021-01-01,Nustar Energy LP,,1087917.0,1.0,,cashLong,cashLong,Cash Award,,
2020,1454066,1.0,2037975,Tsr,526733.0,45876,206271.0,2020-03-10,2020-01-10,2023-01-10,Harsco Corporation,1.0,526733.0,1.0,,rsu,rsu,Stock Award,,
2022,1454096,1.0,2038013,Tsr,2231544.0,45876,206271.0,2022-03-04,2022-01-04,2025-01-04,Harsco Corporation,1.0,2231544.0,1.0,,rsu,rsu,Stock Award,,
2022,1454228,1.0,2038140,Tsr,,1306830,232316.0,2022-02-09,2022-01-09,2025-01-09,Celanese Corporation,,5599944.0,1.0,,rsu,rsu,Stock Award,,
2021,1454336,1.0,2038174,Tsr,,1306830,232316.0,2021-02-10,2021-01-10,2022-07-10,Celanese Corporation,,7352467.0,1.0,,rsu,rsu,Stock Award,,
2021,1454336,2.0,2038174,Tsr,,1306830,232316.0,2021-02-10,2021-01-10,2024-01-10,Celanese Corporation,,7352467.0,1.0,,rsu,rsu,Stock Award,,
2020,1454384,1.0,2038223,Tsr,,1306830,232316.0,2020-02-05,2020-01-05,2023-01-05,Celanese Corporation,,3149883.0,1.0,,rsu,rsu,Stock Award,,
2022,1454956,1.0,2038583,Tsr,1643310.0,1370946,249993.0,2022-02-02,2022-01-02,2025-01-02,Owens Corning,1.0,1643310.0,1.0,,rsu,rsu,Stock Award,,
2020,1455023,1.0,2038613,Tsr,1279390.0,1370946,249993.0,2020-02-05,2020-01-05,2023-01-05,Owens Corning,1.0,1279390.0,1.0,,rsu,rsu,Stock Award,,
2022,1455094,1.0,2038680,ROIC,350000.2,788784,295362.0,2022-02-15,2022-01-15,2025-01-15,Public Service Enterprise Group Incorporated,0.2,1750001.0,1.0,,rsu,rsu,Stock Award,,
2022,1455095,1.0,2038680,Tsr,700000.4,788784,295362.0,2022-02-15,2022-01-15,2025-01-15,Public Service Enterprise Group Incorporated,0.4,1750001.0,1.0,,rsu,rsu,Stock Award,,
2022,1455074,1.0,2038685,ROIC,679005.0,788784,295362.0,2022-09-01,2022-01-01,2025-01-01,Public Service Enterprise Group Incorporated,0.2,3395025.0,1.0,,rsu,rsu,Stock Award,,
2022,1455075,1.0,2038685,Tsr,1358010.0,788784,295362.0,2022-09-01,2022-01-01,2025-01-01,Public Service Enterprise Group Incorporated,0.4,3395025.0,1.0,,rsu,rsu,Stock Award,,
2022,1455256,1.0,2038792,Tsr,,1115055,58568.0,2022-01-20,2022-01-20,2025-01-20,Pinnacle Financial Partners INC,,2199509.0,1.0,,rsu,rsu,Stock Award,,
2022,1455257,1.0,2038792,Other,1099754.5,1115055,58568.0,2022-01-20,2021-12-20,2024-12-20,Pinnacle Financial Partners INC,0.5,2199509.0,1.0,,rsu,rsu,Stock Award,,
2022,1455270,1.0,2038792,ROA,1099754.5,1115055,58568.0,2022-01-20,2021-12-20,2024-12-20,Pinnacle Financial Partners INC,0.5,2199509.0,1.0,,rsu,rsu,Stock Award,,
2021,1455311,1.0,2038834,Tsr,,1115055,58568.0,2021-01-21,2020-12-21,2023-12-21,Pinnacle Financial Partners INC,,2321601.0,1.0,,rsu,rsu,Stock Award,,
2021,1455312,1.0,2038834,Other,1160800.5,1115055,58568.0,2021-01-21,2020-12-21,2023-12-21,Pinnacle Financial Partners INC,0.5,2321601.0,1.0,,rsu,rsu,Stock Award,,
2021,1455313,1.0,2038834,ROE,1160800.5,1115055,58568.0,2021-01-21,2020-12-21,2023-12-21,Pinnacle Financial Partners INC,0.5,2321601.0,1.0,,rsu,rsu,Stock Award,,
2019,1455792,1.0,2039038,Tsr,1333606.5,8818,191404.0,2019-02-28,2018-12-28,2021-12-28,Avery Dennison Corporation,0.5,2667213.0,1.0,,rsu,rsu,Stock Award,,
2020,1455824,1.0,2039071,Tsr,1449590.0,8818,191404.0,2020-02-27,2019-12-27,2022-12-27,Avery Dennison Corporation,0.5,2899180.0,1.0,,rsu,rsu,Stock Award,,
2021,1455921,1.0,2039120,Tsr,1768883.0,8818,191404.0,2021-03-01,2021-01-01,2024-01-01,Avery Dennison Corporation,0.5,3537766.0,1.0,,rsu,rsu,Stock Award,,
2022,1456042,1.0,2039171,Tsr,1629767.0,8818,191404.0,2022-03-01,2022-01-01,2025-01-01,Avery Dennison Corporation,0.5,3259534.0,1.0,,rsu,rsu,Stock Award,,
2021,1456092,1.0,2039187,Tsr,407056.75,37785,193347.0,2021-02-24,2020-12-24,2021-12-24,Fmc Corporation,0.25,1628227.0,1.0,,rsu,rsu,Stock Award,,
2021,1456092,2.0,2039187,Tsr,407056.75,37785,193347.0,2021-02-24,2021-12-24,2022-12-24,Fmc Corporation,0.25,1628227.0,1.0,,rsu,rsu,Stock Award,,
2021,1456092,3.0,2039187,Tsr,407056.75,37785,193347.0,2021-02-24,2022-12-24,2023-12-24,Fmc Corporation,0.25,1628227.0,1.0,,rsu,rsu,Stock Award,,
2021,1456092,4.0,2039187,Tsr,407056.75,37785,193347.0,2021-02-24,2020-12-24,2023-12-24,Fmc Corporation,0.25,1628227.0,1.0,,rsu,rsu,Stock Award,,
2020,1456219,1.0,2039324,Tsr,374869.5,37785,193347.0,2020-02-27,2019-12-27,2020-12-27,Fmc Corporation,0.25,1499478.0,1.0,,rsu,rsu,Stock Award,,
2020,1456219,2.0,2039324,Tsr,374869.5,37785,193347.0,2020-02-27,2020-12-27,2021-12-27,Fmc Corporation,0.25,1499478.0,1.0,,rsu,rsu,Stock Award,,
2020,1456219,3.0,2039324,Tsr,374869.5,37785,193347.0,2020-02-27,2021-12-27,2022-12-27,Fmc Corporation,0.25,1499478.0,1.0,,rsu,rsu,Stock Award,,
2020,1456219,4.0,2039324,Tsr,374869.5,37785,193347.0,2020-02-27,2019-12-27,2022-12-27,Fmc Corporation,0.25,1499478.0,1.0,,rsu,rsu,Stock Award,,
2022,1456257,1.0,2039345,Tsr,719182.75,37785,193347.0,2022-02-24,2021-12-24,2022-12-24,Fmc Corporation,0.25,2876731.0,1.0,,rsu,rsu,Stock Award,,
2022,1456257,2.0,2039345,Tsr,719182.75,37785,193347.0,2022-02-24,2022-12-24,2023-12-24,Fmc Corporation,0.25,2876731.0,1.0,,rsu,rsu,Stock Award,,
2022,1456257,3.0,2039345,Tsr,719182.75,37785,193347.0,2022-02-24,2023-12-24,2024-12-24,Fmc Corporation,0.25,2876731.0,1.0,,rsu,rsu,Stock Award,,
2022,1456257,4.0,2039345,Tsr,719182.75,37785,193347.0,2022-02-24,2021-12-24,2024-12-24,Fmc Corporation,0.25,2876731.0,1.0,,rsu,rsu,Stock Award,,
2022,1456427,1.0,2039519,Non-Financial,,1164727,299985.0,2022-01-01,2022-01-01,2023-01-01,Newmont Corporation,,2109107.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1456428,1.0,2039519,Non-Financial,,1164727,299985.0,2022-01-01,2022-01-01,2023-01-01,Newmont Corporation,,2109107.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1456436,1.0,2039519,Non-Financial,,1164727,299985.0,2022-01-01,2022-01-01,2023-01-01,Newmont Corporation,,2109107.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1456426,1.0,2039525,Tsr,7165543.0,1164727,299985.0,2022-02-28,2022-02-28,2025-02-28,Newmont Corporation,1.0,7165543.0,1.0,,rsu,rsu,Stock Award,,
2020,1456519,1.0,2039591,Non-Financial,27300.0,1164727,299985.0,2020-01-01,2020-01-01,2021-01-01,Newmont Corporation,0.014,1950000.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1456520,1.0,2039591,Non-Financial,40950.0,1164727,299985.0,2020-01-01,2020-01-01,2021-01-01,Newmont Corporation,0.021,1950000.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1456521,1.0,2039591,Non-Financial,68250.0,1164727,299985.0,2020-01-01,2020-01-01,2021-01-01,Newmont Corporation,0.035,1950000.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1456521,2.0,2039591,Non-Financial,68250.0,1164727,299985.0,2020-01-01,2020-01-01,2021-01-01,Newmont Corporation,0.035,1950000.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1456532,1.0,2039596,Tsr,5559911.0,1164727,299985.0,2020-02-24,2019-12-24,2022-12-24,Newmont Corporation,1.0,5559911.0,1.0,,rsu,rsu,Stock Award,,
2022,1456609,1.0,2039646,Other,540000.0,1423689,267140.0,2022-01-01,2022-01-01,2023-01-01,Agnc Investment CORP,0.15,3600000.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1456610,1.0,2039646,Other,1260000.0,1423689,267140.0,2022-01-01,2022-01-01,2023-01-01,Agnc Investment CORP,0.35,3600000.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1456620,1.0,2039647,Tsr,1507500.0,1423689,267140.0,2022-03-01,2022-01-01,2025-01-01,Agnc Investment CORP,0.5,3015000.0,1.0,,rsu,rsu,Stock Award,,
2020,1456705,1.0,2039693,Other,1350000.0,1423689,135109.0,2020-01-01,2019-10-01,2020-10-01,Agnc Investment CORP,0.25,5400000.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1456706,1.0,2039693,Other,1350000.0,1423689,135109.0,2020-01-01,2020-01-01,2021-01-01,Agnc Investment CORP,0.25,5400000.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1456689,1.0,2039694,Other,2700000.0,1423689,135109.0,2020-02-20,2019-12-20,2022-12-20,Agnc Investment CORP,0.5,5400000.0,1.0,,rsu,rsu,Stock Award,,
2022,1456720,1.0,2039764,ROE,937496.0,7789,348740.0,2022-01-25,2021-12-25,2024-12-25,Associated Banc-corp,0.5,1874992.0,1.0,,rsu,rsu,Stock Award,,
2022,1456721,1.0,2039764,Tsr,937496.0,7789,348740.0,2022-01-25,2021-12-25,2024-12-25,Associated Banc-corp,0.5,1874992.0,1.0,,rsu,rsu,Stock Award,,
2022,1456761,1.0,2039780,Tsr,401616.0,93556,248394.0,2022-02-16,2021-12-16,2025-01-16,Stanley Black & Decker INC,0.25,1606464.0,1.0,,rsu,rsu,Stock Award,,
2022,1456743,1.0,2039786,Tsr,449990.0,93556,248394.0,2022-07-05,2022-01-05,2025-01-05,Stanley Black & Decker INC,0.25,1799960.0,1.0,,rsu,rsu,Stock Award,,
2020,1456815,1.0,2039809,Tsr,656244.5,7789,36686.0,2020-02-04,2020-01-04,2023-01-04,Associated Banc-corp,0.5,1312489.0,1.0,,rsu,rsu,Stock Award,,
2022,1457374,1.0,2040080,ROE,200306.0,22356,118885.0,2022-01-01,2022-01-01,2023-01-01,Commerce Bancshares INC,0.2,1001530.0,1.0,,cashShort,cashShort,Cash Award,,
2021,1457395,1.0,2040092,ROE,194945.0,22356,118885.0,2021-01-01,2021-01-01,2022-01-01,Commerce Bancshares INC,0.2,974725.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1457602,1.0,2040231,Tsr,934231.2,714310,250252.0,2023-02-22,2022-12-22,2025-12-22,Valley National Bancorp,0.4,2335578.0,1.0,,rsu,rsu,Stock Award,,
2020,1457697,1.0,2040246,Tsr,694375.2000000001,714310,250252.0,2021-02-16,2020-12-16,2024-01-16,Valley National Bancorp,0.4,1735938.0,1.0,,rsu,rsu,Stock Award,,
2022,1457986,1.0,2040465,Tsr,528000.0,1094285,2748.0,2022-01-25,2021-12-25,2024-12-25,Teledyne Technologies Incorporated,0.3,1760000.0,1.0,,cashLong,cashLong,Cash Award,,
2022,1458004,1.0,2040501,ROE,3024994.0,49196,23717.0,2022-03-01,2022-01-01,2025-01-01,Huntington Bancshares Incorporated,1.0,3024994.0,1.0,,rsu,rsu,Stock Award,,
2019,1458044,1.0,2040516,ROE,2474992.0,49196,23717.0,2019-05-01,2019-01-01,2022-01-01,Huntington Bancshares Incorporated,1.0,2474992.0,1.0,,rsu,rsu,Stock Award,,
2022,1458094,1.0,2040532,Non-Financial,102831.12,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.04,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458095,1.0,2040532,Non-Financial,102831.12,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.04,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458096,1.0,2040532,Non-Financial,77123.34,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.03,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458097,1.0,2040532,Non-Financial,77123.34,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.03,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458098,1.0,2040532,Non-Financial,25707.78,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.01,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458099,1.0,2040532,Non-Financial,25707.78,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.01,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458100,1.0,2040532,Non-Financial,25707.78,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.01,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458101,1.0,2040532,Non-Financial,25707.78,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.01,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458102,1.0,2040532,Non-Financial,25707.78,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.01,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458103,1.0,2040532,Non-Financial,25707.78,860730,206032.0,2022-01-01,2022-01-01,2023-01-01,Hca Healthcare INC,0.01,2570778.0,1.0,,cashShort,cashShort,Cash Award,,
2022,1458117,1.0,2040549,Tsr,,759944,12593.0,2022-03-01,2022-01-01,2025-01-01,Citizens Financial Group INC,,4480173.0,1.0,,rsu,rsu,Stock Award,,
2021,1458204,1.0,2040583,Tsr,,759944,12593.0,2021-03-01,2021-01-01,2024-01-01,Citizens Financial Group INC,,3450211.0,1.0,,rsu,rsu,Stock Award,,
2020,1458240,1.0,2040602,Tsr,,759944,12593.0,2020-03-02,2020-01-02,2023-01-02,Citizens Financial Group INC,,4285878.0,1.0,,rsu,rsu,Stock Award,,
2020,1458228,1.0,2040607,Tsr,,759944,12593.0,2020-12-16,2019-12-16,2023-01-16,Citizens Financial Group INC,,4434064.0,1.0,,rsu,rsu,Stock Award,,
2020,1458296,1.0,2040617,Non-Financial,61773.75,860730,206032.0,2020-01-01,2020-01-01,2021-01-01,Hca Healthcare INC,0.025,2470950.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1458297,1.0,2040617,Non-Financial,185321.25,860730,206032.0,2020-01-01,2020-01-01,2021-01-01,Hca Healthcare INC,0.075,2470950.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1458298,1.0,2040617,Non-Financial,41180.8527,860730,206032.0,2020-01-01,2020-01-01,2021-01-01,Hca Healthcare INC,0.016666,2470950.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1458299,1.0,2040617,Non-Financial,41180.8527,860730,206032.0,2020-01-01,2020-01-01,2021-01-01,Hca Healthcare INC,0.016666,2470950.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1458300,1.0,2040617,Non-Financial,41183.323650000006,860730,206032.0,2020-01-01,2020-01-01,2021-01-01,Hca Healthcare INC,0.016667,2470950.0,1.0,,cashShort,cashShort,Cash Award,,
2020,1458301,1.0,2040617,Non-Financial,41183.323650000006,860730,206032.0,2020-01-01,2020-01-01,2021-01-01,Hca Healthcare INC,0.016667,2470950.0,1.0,,cashShort,cashShort,Cash Award,,
